Gene1,Gene2
Twist1,Dchs1
Twist1,Ddit4
Twist1,Ddr2
Twist1,Ddx31
Twist1,Dhrs3
Twist1,Dixdc1
Twist1,Dll3
Twist1,Dnmt3a
Twist1,Dusp4
Twist1,Dusp6
Twist1,Dusp7
Twist1,Dusp9
Twist1,Ebf3
Twist1,Efna3
Twist1,Eif4ebp1
Twist1,Emilin1
Twist1,Eml3
Twist1,Epb41l3
Twist1,Epha2
Twist1,Epha4
Twist1,Epha5
Twist1,Ets2
Twist1,Etv2
Twist1,Etv4
Twist1,Eva1b
Twist1,Fabp5
Twist1,Fam43a
Twist1,Farp1
Twist1,Fbln5
Twist1,Fbn2
Twist1,Fgf3
Twist1,Fgf5
Twist1,Fgf8
Twist1,Fgfbp3
Twist1,Fhl3
Twist1,Fli1
Twist1,Flnc
Twist1,Flrt2
Twist1,Fn1
Twist1,Foxc1
Twist1,Foxp1
Twist1,Frmd6
Twist1,Frzb
Twist1,Fstl1
Twist1,Fzd10
Twist1,Fzd2
Twist1,Gas1
Twist1,Gata6
Twist1,Gbx2
Twist1,Gcat
Twist1,Gpc3
Twist1,Grb7
Twist1,Greb1
Twist1,Greb1l
Twist1,Grsf1
Twist1,Gsc
Twist1,Gusb
Twist1,Hapln1
Twist1,Hdac7
Twist1,Hes1
Twist1,Hes3
Twist1,Hes7
Twist1,Hmga2
Twist1,Hmgcs1
Twist1,Hopx
Twist1,Hoxa9
Twist1,Hspa9
Twist1,Id1
Twist1,Id2
Twist1,Igdcc3
Twist1,Igfbp2
Twist1,Igfbp4
Twist1,Il11ra1
Twist1,Irx5
Twist1,Itga8
Twist1,Itga9
Twist1,Itgb5
Twist1,Itm2c
Twist1,Kcnk1
Twist1,Kctd1
Twist1,Kdr
Twist1,Krt8
Twist1,L1td1
Twist1,Lamc1
Twist1,Lamp5
Twist1,Laptm4b
Twist1,Lef1
Twist1,Lefty2
Twist1,Lfng
Twist1,Limch1
Twist1,Lin28a
Twist1,Lin28b
Twist1,Lix1
Twist1,Lmo1
Twist1,Lmo2
Twist1,Lrig3
Twist1,Lrp1
Twist1,Lrrc58
Twist1,Lum
Twist1,Maged1
Twist1,Map1b
Twist1,Meox1
Twist1,Mesp1
Twist1,Mesp2
Twist1,Mfap2
Twist1,Mfap4
Twist1,Mkrn1
Twist1,Mmp2
Twist1,Mrc2
Twist1,Mrpl34
Twist1,Msmo1
Twist1,Msx1
Twist1,Msx2
Twist1,Mthfd1
Twist1,Mthfd2
Twist1,Myc
Twist1,Myo1b
Twist1,Nav2
Twist1,Ncam1
Twist1,Ncl
Twist1,Nefl
Twist1,Net1
Twist1,Nhp2
Twist1,Nid1
Twist1,Nkd1
Twist1,Nol9
Twist1,Nolc1
Twist1,Nrarp
Twist1,Nrp1
Twist1,Obsl1
Twist1,Odc1
Twist1,Osr1
Twist1,Otx2
Twist1,Pbx1
Twist1,Pcdh18
Twist1,Pcdh19
Twist1,Pcdh7
Twist1,Pcdh8
Twist1,Pcolce
Twist1,Pde4a
Twist1,Pdgfra
Twist1,Pdgfrb
Twist1,Pdlim4
Twist1,Peg3
Twist1,Phc1
Twist1,Phlda1
Twist1,Phldb2
Twist1,Pid1
Twist1,Pim1
Twist1,Pim2
Twist1,Pmaip1
Twist1,Polg
Twist1,Ppfibp1
Twist1,Ppfibp2
Twist1,Ppic
Twist1,Prex2
Twist1,Prickle1
Twist1,Prrx1
Twist1,Prrx2
Twist1,Prtg
Twist1,Psmg1
Twist1,Ptgis
Twist1,Ptk7
Twist1,Ptn
Twist1,Pus7
Twist1,Rab25
Twist1,Rab3il1
Twist1,Rai14
Twist1,Rarb
Twist1,Rarg
Twist1,Rasgrp2
Twist1,Rasgrp3
Twist1,Rbms1
Twist1,Rbp1
Twist1,Rbpms2
Twist1,Reep5
Twist1,Rhoj
Twist1,Rin2
Twist1,Rrm2
Twist1,Rspo3
Twist1,S100a11
Twist1,S100a6
Twist1,S1pr2
Twist1,S1pr3
Twist1,Sall4
Twist1,Sdc1
Twist1,Sema3e
Twist1,Sema5a
Twist1,Sema6a
Twist1,Serpinf1
Twist1,Serpinh1
Twist1,Sfrp2
Twist1,Sh2d3c
Twist1,Sh3bp5
Twist1,Six1
Twist1,Six2
Twist1,Slc1a5
Twist1,Slc25a4
Twist1,Slc2a1
Twist1,Slc38a4
Twist1,Slc6a6
Twist1,Slc7a5
Twist1,Smad7
Twist1,Smoc1
Twist1,Snai1
Twist1,Snai2
Twist1,Sox2
Twist1,Sox4
Twist1,Sparc
Twist1,Spred2
Twist1,Spry4
Twist1,Sqle
Twist1,Srm
Twist1,Ssbp3
Twist1,St6galnac4
Twist1,Stmn2
Twist1,Sulf2
Twist1,Taf4b
Twist1,Tbx2
Twist1,Tbx3
Twist1,Tbx6
Twist1,Tceal8
Twist1,Tcf15
Twist1,Tcf7l1
Twist1,Tcf7l2
Twist1,Tenm4
Twist1,Tmem119
Twist1,Tmem200b
Twist1,Tmem47
Twist1,Tnfaip6
Twist1,Tnfrsf19
Twist1,Tns1
Twist1,Top2a
Twist1,Tpm1
Twist1,Tpm4
Twist1,Traf3ip2
Twist1,Traf4
Twist1,Trh
Twist1,Tril
Twist1,Tspan13
Twist1,Tubb2b
Twist1,Twist1
Twist1,Uap1l1
Twist1,Ubl4b
Twist1,Upp1
Twist1,Vcam1
Twist1,Vegfc
Twist1,Vim
Twist1,Wdr74
Twist1,Wdr75
Twist1,Wfdc2
Twist1,Wls
Twist1,Wnt2
Twist1,Wnt3a
Twist1,Wnt5a
Twist1,Wnt5b
Twist1,Zfp36l2
Twist1,Zfp503
Twist1,Zic2
Twist1,Zic3
Twist1,Zic5
Twist1,Znhit6
